organisationid,address1,address2,adress3,city,county,postcode,latitude,longitude
17970,,Rodney Road,,Walton-on-Thames,Surrey,KT12 3LD,51.37999725341797,-0.406042069
17981,,Heathside Road,,Woking,Surrey,GU22 7HS,51.31513214111328,-0.556289494
18102,North Somerset Community Hospital,Old Street,,Clevedon,Avon,BS21 6BS,51.43719482421875,-2.847192764
18138,120 Princess Road,,,Manchester,Greater Manchester,M15 5AT,53.45974349975586,-2.245468855
18142,Old North Road,Bassingbourn,,Royston,,SG8 5JP,52.07812118530274,-0.030604055
18143,Stockton Hall,The Village,Stockton On The Forest,York,North Yorkshire,YO32 9UN,53.99540328979492,-1.002552629
18271,419 Main Road,,,Harwich,Essex,CO12 4EX,51.93469619750977,1.261444091796875
18272,,Tower Road,,Clacton,Essex,CO15 1LH,51.78607940673828,1.148187518119812
18289,The Lane,Wyboston,,Bedford,Bedfordshire,MK44 3AS,52.19832611083984,-0.31028071
18305,1 Stirling Way,Bretton,,Peterborough,Cambridgeshire,PE3 8YA,52.604942321777344,-0.283021808
18314,,Beech Road,Ivybridge,Plymouth,Devon,PL21 9HL,50.38948440551758,-3.959660053
18317,,Mount Gould Road,,Plymouth,,PL4 7QD,50.37840270996094,-4.112740517
18351,,67 Landsdowne Road,,Bournemouth,Dorset,BH1 1RW,50.72975540161133,-1.869780898
18352,,Shenfield Road,,Brentwood,Essex,CM15 8EH,51.62333297729492,0.312835306
18353,,Warren Road,Woodingdean,Brighton,,BN2 6DX,50.83451843261719,-0.081910513
18354,3 Clifton Hill,Clifton,,Bristol,Avon,BS8 1BN,51.45360946655274,-2.61598444
18356,Nuffield Health Cambridge Hospital,4 Trumpington Road,,Cambridge,Cambridgeshire,CB2 8AF,52.19035339355469,0.1235585957765579
18357,"Nuffield Health Chester Hospital, The Grosvenor",Wrexham Road,,Chester,Cheshire,CH4 7QP,53.17634582519531,-2.895246744
18358,,Hatherley Lane,,Cheltenham,Gloucestershire,GL51 6SY,51.89192962646485,-2.129905462
18359,,78 Broyle Road,,Chichester,,PO19 6WB,50.84798049926758,-0.780013144
18360,,Rykneld Road,Littleover,Derby,Derbyshire,DE23 4SN,52.89355087280274,-1.530155182
18361,Nuffield Health Wessex Hospital,Winchester Road,Chandlers Ford,Eastleigh,Hampshire,SO53 2DW,50.99697494506836,-1.35935092
18362,Nuffield Health Exeter Hospital,Wonford Road,,Exeter,Devon,EX2 4UG,50.71631622314453,-3.511271715
18363,,Stirling Road,,Guildford,Surrey,GU2 7RF,51.24165344238281,-0.612543583
18365,,Burrell Road,,Haywards Heath,,RH16 1UD,51.00840377807617,-0.106121421
18366,,Venns Lane,,Hereford,Herefordshire,HR1 1DF,52.06393814086914,-2.69995451
18367,,Foxhall Road,,Ipswich,Suffolk,IP4 5SW,52.04751968383789,1.2289458513259888
18368,,The Chase,Old Milverton Lane,Leamington Spa,Warwickshire,CV32 6RW,52.30849838256836,-1.543865085
18369,Nuffield Health Leeds Hospital,2 Leighton Street,,Leeds,West Yorkshire,LS1 3EB,53.80065918,-1.554257393
18370,,Scraptoft Lane,,Leicester,Leicestershire,LE5 1HY,52.64425659179688,-1.0712955
18371,,Clayton Road,Jesmond,Newcastle Upon Tyne,,NE2 1JP,54.98661422729492,-1.605277061
18372,,Clayton Road,,Newcastle Under Lyme,Staffordshire,ST5 4DB,52.98740768432617,-2.223027706
18373,,Derriford Road,,Plymouth,Devon,PL6 8BG,50.41867446899414,-4.114448071
18374,,Longden Road,,Shrewsbury,Shropshire,SY3 9DP,52.69225692749024,-2.771440506
18375,Nuffield Health Tees Hospital,Junction Road,Norton,Stockton-on-Tees,Cleveland,TS20 1PX,54.59342575073242,-1.335218549
18376,,Staplegrove Elm,,Taunton,Somerset,TA2 6AN,51.02984619140625,-3.126897812
18377,,Kingswood Road,,Tunbridge Wells,Kent,TN2 4UL,51.13151931762695,0.2780530154705048
18378,,Shores Road,,Woking,Surrey,GU21 4BY,51.33221054077149,-0.561365902
18379,,Wood Road,Tettenhall,Wolverhampton,,WV6 8LE,52.59346389770508,-2.171522379
18380,,Beech Road,Headington,Oxford,Oxfordshire,OX3 7RP,51.76044464111328,-1.215518713
18381,,Haxby Road,,York,North Yorkshire,YO31 8TA,53.97470092773438,-1.075559855
18385,,139 Bath Road,,Worcester,Worcestershire,WR5 3YB,52.18108749389648,-2.2162323
18386,,Redland Hill,,Bristol,,BS6 6UT,51.47204971313477,-2.61485076
18388,Chalybeate Hospital,Chalybeate Close,,Southampton,Hampshire,SO16 6UY,50.93061065673828,-1.432714343
18389,Bartons Road,,,Havant,Hampshire,PO9 5NP,50.86859130859375,-0.955126107
18390,Povey Cross Road,,,Horley,Surrey,RH6 0BB,51.16768264770508,-0.183382452
18391,,The Ridge,,St. Leonards-on-Sea,,TN37 7RE,50.88537216186523,0.5677220821380615
18392,Fordcombe Road,Fordcombe,,Tunbridge Wells,Kent,TN3 0RD,51.13451385498047,0.1881597638130188
18393,Impton Lane,,,Chatham,Kent,ME5 9PG,51.32793426513672,0.5265411734580994
18394,Eastern Avenue,,,Southend-on-Sea,Essex,SS2 4XH,51.55439376831055,0.7276030778884885
18395,Roding Lane South,,,Ilford,Essex,IG4 5PZ,51.58715438842773,0.043077961
18396,Heathbourne Road,Bushey Heath,,Bushey,Hertfordshire,WD23 1RD,51.63734055,-0.331717819
18397,Spire Harpenden Hospital,Ambrose Lane,,Harpenden,,AL5 4BP,51.82812881469727,-0.360377461
18398,30 New Road,Impington,,Cambridge,Cambridgeshire,CB24 9EL,52.24476242,0.1133785024285316
18399,Watton Road,,,Norwich,Norfolk,NR4 7TD,52.62712097167969,1.2257657051086426
18400,Eagle Way,,,Brentwood,Essex,CM13 3LE,51.60041427612305,0.2930419147014617
18401,1 Damson Parkway,,,Solihull,West Midlands,B91 2PP,52.42188644,-1.763121605
18402,Little Aston Hall Drive,Little Aston,,Sutton Coldfield,,B74 3UP,52.59960938,-1.875568867
18403,,Gartree Road,,Leicester,Leicestershire,LE2 2FF,52.61466598510742,-1.083456755
18404,,Fir Tree Close,Stretton,Warrington,Cheshire,WA4 4LU,53.33747482299805,-2.576329708
18405,Holmwood Drive,Thingwall,,Wirral,Merseyside,CH61 1AU,53.34927749633789,-3.080098629
18406,170 Barlow Moor Road,Didsbury,,Manchester,Greater Manchester,M20 2AF,53.42523193359375,-2.25366497
18407,,Jackson Avenue,,Leeds,West Yorkshire,LS8 1NT,53.83246994018554,-1.513913035
18408,Picktree Lane,,,Washington,Tyne and Wear,NE38 9JZ,54.87936782836914,-1.559100747
18409,Spire Liverpool Hospital,57 Greenbank Road,,Liverpool,,L18 1HQ,53.38527679,-2.924102306
18410,West Street,,,Macclesfield,Cheshire,SK11 8DW,53.26012802124024,-2.137799501
18412,Wexham Street,Wexham,,Slough,Berkshire,SL3 6NH,51.54278945922852,-0.572400808
18413,16 Bath Road,,,Reading,Berkshire,RG1 6NS,51.45022201538086,-0.986806393
18414,Crondall Lane,,,Farnham,Surrey,GU10 5XX,51.22512817382813,-0.847474158
18416,,St. Walburgas Road,,Blackpool,Lancashire,FY3 8BP,53.82605743408203,-3.019570589
18417,Elland Lane,,,Elland,West Yorkshire,HX5 9EB,53.68877792358398,-1.828913331
18419,Methley Lane,Methley,,Leeds,West Yorkshire,LS26 9HG,53.74044418334961,-1.423310161
18420,Lowfield Road,Anlaby,,Hull,,HU10 7AZ,53.73925399780274,-0.435012013
18421,,2 Montefiore Road,,Hove,East Sussex,BN3 1RD,50.83185577392578,-0.154885277
18423,The Alexandra Hospital,Mill Lane,,Cheadle,Cheshire,SK8 2PX,53.39726638793945,-2.21581316
18424,The Bath Clinic,Claverton Down Road,Combe Down,Bath,,BA2 7BR,51.36428451538086,-2.332021952
18425,,Preston New Road,,Blackburn,Lancashire,BB2 7AE,53.75504302978516,-2.513161898
18426,Chorley New Road,Lostock,,Bolton,Lancashire,BL6 4LA,53.58149337768554,-2.499290466
18427,,Rickmansworth Road,,Northwood,Middlesex,HA6 2JW,51.61645126342773,-0.446507066
18428,,40 - 42 Lee Terrace,,London,,SE3 9UD,51.46347427368164,0.006279341
18430,,Nackington Road,,Canterbury,Kent,CT4 7AR,51.26171875,1.0874593257904053
18431,,Bucks Cross Road,Chelsfield,Orpington,Kent,BR6 7RG,51.35846710205078,0.1308609545230865
18432,,London Road,,Great Missenden,Buckinghamshire,HP16 0EN,51.69053268432617,-0.69365418
18433,,Sudbury Hill,,Harrow,Middlesex,HA1 3RX,51.56496810913086,-0.332694322
18434,,St Andrews Road,,Droitwich,Worcestershire,WR9 8DN,52.26553726196289,-2.15086627
18438,BMI Hendon Hospital,46-50 Sunny Gardens Road,Hendon,London,,NW4 1RP,51.593711853027344,-0.224589705
18439,Bodiam Avenue,Goring-By-Sea,,Worthing,West Sussex,BN12 5AT,50.81138992,-0.431818694
18441,,St Mary's Road,,Poole,Dorset,BH15 2BH,50.72200775146485,-1.975681186
18442,,Manchester Road,,Rochdale,Lancashire,OL11 4LZ,53.60650634765625,-2.167490244
18443,,The Ridgeway,,Enfield,Middlesex,EN2 8SD,51.66790008544922,-0.105554052
18444,,1 Beaumont Square,Stepney Green,London,,E1 4NL,51.52040100097656,-0.046729956
18445,,Church End,,Biddenham,Bedfordshire,MK40 4AW,52.13838577270508,-0.513136744
18446,University Hospital Site,Clifford Bridge Road,,Coventry,Warwickshire,CV2 2LQ,52.42121505737305,-1.438388586
18449,Sherwood Lodge Drive,Burntstump Country Park,,Arnold,Nottinghamshire,NG5 8RX,53.05009460449218,-1.142871261
18450,,Osborne Road,,Windsor,Berkshire,SL4 3SJ,51.47469711303711,-0.61026597
18451,Priory Road,Edgbaston,,Birmingham,West Midlands,B5 7UG,52.45643234,-1.911408663
18452,Moormead Road,Wroughton,,Swindon,Wiltshire,SN4 9DD,51.52532958984375,-1.786146641
18453,Guildford Road,Ottershaw,,Chertsey,Surrey,KT16 0RQ,51.37797546386719,-0.524110198
18455,,Sarum Road,,Winchester,Hampshire,SO22 5HA,51.061302185058594,-1.338494301
18456,Chadwick Drive,Eaglestone West,,Milton Keynes,Buckinghamshire,MK6 5LR,52.02561569213867,-0.740350008
18457,,Queen Alexandra Road,,High Wycombe,Buckinghamshire,HP11 2TR,51.62603759765625,-0.755028188
18458,,Poppy Lane,,Croydon,Surrey,CR9 8AB,51.382301330566406,-0.056337729
18459,,Albemarle Road,,Beckenham,Kent,BR3 5HS,51.40833282470703,-0.004345959
18462,,312 Fulwood Road,,Sheffield,,S10 3BR,53.37451934814453,-1.517261028
18463,The Avenue,Cliftonville,,Northampton,Northamptonshire,NN1 5DR,52.23614501953125,-0.874308646
18464,,Herringston Road,,Dorchester,Dorset,DT1 2DR,50.70102310180664,-2.441853046
18466,22 Somerset Road,Edgbaston,,Birmingham,West Midlands,B15 2QQ,52.45758819580078,-1.932878017
18467,,St. Marys Square,,Bury St. Edmunds,Suffolk,IP33 2AA,52.24007797,0.719400406
18468,,Queens Road,,Harrogate,North Yorkshire,HG2 0HF,53.987571716308594,-1.547796488
18469,,Birkby Hall Road,,Huddersfield,West Yorkshire,HD2 2BL,53.65835189819336,-1.798727751
18470,,Meadowside,,Lancaster,Lancashire,LA1 3RH,54.04319763183594,-2.795393229
18471,,Nettleham Road,,Lincoln,Lincolnshire,LN2 1QU,53.23808288574218,-0.533085406
18472,Cavell Drive,Uplands Park Road,,Enfield,Middlesex,EN2 7PR,51.65922546386719,-0.101346962
18476,46 Harvey Road,,,Guildford,Surrey,GU1 3LX,51.23574829101562,-0.564204454
18500,,15-17 Fairfax Drive,,Westcliff-on-Sea,Essex,SS0 9AG,51.55002975463867,0.6997600793838501
18501,Gisburn Park Estate,Gisburn,,Clitheroe,Lancashire,BB7 4HX,53.94332885742188,-2.267543077
18526,Haslar Road,,,Gosport,Hampshire,PO12 2AA,50.78601837158203,-1.124631882
18564,Peaks Lane,,,Grimsby,South Humberside,DN32 9RP,53.55105209350586,-0.073805079
18620,Longcroft Lane,Felden,,Hemel Hempstead,Hertfordshire,HP3 0BN,51.73241043,-0.498069763
18621,Tottingworth Park,Broad Oak,,Heathfield,East Sussex,TN21 8UN,50.98192596435546,0.3065970540046692
18622,,Ticehurst,,Wadhurst,East Sussex,TN5 7HU,51.04955291748047,0.398391992
18624,Stump Lane,Springfield Green,,Chelmsford,Essex,CM1 7SJ,51.74317932128906,0.4877757132053375
18625,21 Woodbourne Road,Edgbaston,,Birmingham,West Midlands,B17 8BY,52.47169494628906,-1.95580709
18626,Prestons Road,Hayes,,Bromley,Kent,BR2 7AS,51.37308120727539,0.014595352
18627,Priory Lane,Roehampton,,London,,SW15 5JJ,51.46253967285156,-0.251494706
18628,,Chobham Road,Knaphill,Woking,Surrey,GU21 2QF,51.31982422,-0.622614145
18629,Priory Hospital Southampton,Marchwood Park,Marchwood,Southampton,Hampshire,SO40 4WU,50.87963104248047,-1.447607636
18630,,Rappax Road,Hale,Altrincham,Cheshire,WA15 0NU,53.36557769775391,-2.331951857
18631,Rosemary Lane,Bartle,,Preston,Lancashire,PR4 0HB,53.80076599121094,-2.783842564
18632,Grovelands House,The Bourne,Southgate,London,,N14 6RA,51.63027191162109,-0.120334625
18634,,100 Wilmslow Road,,Cheadle,Cheshire,SK8 3DG,53.37493896484375,-2.221472025
18635,,Middleton St George,,Darlington,Durham,DL2 1TS,54.51710891723633,-1.433142424
18653,,Heath House Lane,Stapleton,Bristol,Avon,BS16 1EQ,51.47973633,-2.566757441
18656,c/o Care UK - Level C,Southampton NHS Treatment Centre,Brintons Terrace,Southampton,Hampshire,SO14 0YG,50.912391662597656,-1.397062421
18660,c/o Care UK,King George Hospital,Barley Lane,Ilford,Essex,IG3 8YB,51.580543518066406,0.1121212840080261
18758,14 Park Road,,,Tarporley,Cheshire,CW6 0AP,53.15922164916992,-2.66672349
18761,,Morton Park,,Darlington,Durham,DL1 4PL,54.52036285400391,-1.504655719
18765,,Coleshill Street,,Birmingham,West Midlands,B4 7ET,52.48664093017578,-1.890937567
18789,Huntercombe Lane South,Taplow,,Maidenhead,Berkshire,SL6 0PQ,51.51879501342773,-0.659095943
18791,Ivetsey Bank,Wheaton Aston,,Stafford,Staffordshire,ST19 9QT,52.69441223144531,-2.233263016
18802,Foxcote Avenue,Peasedown St John,,Bath,,BA2 8SF,51.31171035766602,-2.41733408
18807,,100 Drake Way,,Reading,,RG2 0NE,51.42933273,-0.976393759
18819,164-178 Cromwell Road,,,London,,SW5 0TU,51.49510574,-0.19137083
18826,The Warren,,,Ashtead,Surrey,KT21 2SB,51.30434036254882,-0.303277969
18827,Swallowscroft,Wensley Road,,Reading,Berkshire,RG1 6UZ,51.44454956054688,-0.988298833
18829,Penventinnie Lane,,,Truro,Cornwall,TR1 3UP,50.26794434,-5.093553543
18830,Wigan Road,Euxton,,Chorley,Lancashire,PR7 6DY,53.66095352172852,-2.676298857
18831,Milton Way,Bretton,,Peterborough,Cambridgeshire,PE3 9AQ,52.57646942138672,-0.297534764
18832,Midgery Lane,Fulwood,,Preston,Lancashire,PR2 9SZ,53.78632354736328,-2.684020996
18833,St. Vincents Road,,,Torquay,Devon,TQ1 4UP,50.47509766,-3.541743517
18834,Bodenham,,,Salisbury,Wiltshire,SP5 4EW,51.03274154663086,-1.763433814
18836,46 Tupwood Lane,,,Caterham,Surrey,CR3 6DP,51.27355575561523,-0.079138406
18837,19 Lancaster Road,,,Salford,Greater Manchester,M6 8AQ,53.49230194091797,-2.321049213
18838,Oaks Place,Mile End Road,,Colchester,Essex,CO4 5XR,51.90629959106445,0.8949929475784301
18839,Thorne Road,,,Doncaster,South Yorkshire,DN2 5TH,53.53036499023438,-1.111603141
18840,,Benslow Lane,,Hitchin,Hertfordshire,SG4 9QZ,51.95029830932617,-0.262984931
18841,Renacres Lane,Halsall,,Ormskirk,Lancashire,L39 8SE,53.60013198852539,-2.950682878
18842,Rowley Avenue,,,Stafford,Staffordshire,ST17 9AQ,52.79478073120117,-2.126266718
18843,Lawn Lane,,,Chelmsford,Essex,CM1 7GU,51.75337219238281,0.4846121370792389
18844,High Wych Road,,,Sawbridgeworth,Hertfordshire,CM21 0HH,51.80709457397461,0.1304715871810913
18846,Colman Hill,"Colman Hill, Halesowen",,Halesowen,West Midlands,B63 2AH,52.45781707763672,-2.076659679
18847,Tewkesbury Road,Longford,,Gloucester,Gloucestershire,GL2 9WH,51.88044357299805,-2.24241662
18848,Woodland Hospital,Rothwell Road,,Kettering,Northamptonshire,NN16 8XF,52.41162872314453,-0.768490613
18850,,Oxford Road,,Banbury,Oxfordshire,OX16 9FG,52.05352401733398,-1.336649418
18852,,Boston West Business Park,Sleaford Road,Boston,Lincolnshire,PE21 8EG,52.97591782,-0.033514805
18853,Bluebeck Drive,Shipton Road,,York,North Yorkshire,YO30 5RA,53.97785949707031,-1.113929391
18854,,The Silverlink North,,Newcastle Upon Tyne,,NE27 0BY,55.0240593,-1.510449052
18855,Smeaton Close,Blakelands,,Milton Keynes,Buckinghamshire,MK14 5HR,52.07442474365234,-0.742682993
18857,Gisburn Park Estate,Gisburn,,Clitheroe,Lancashire,BB7 4HX,53.94332885742188,-2.267543077
18863,Woodthorpe Hospital,748 Mansfield Road,Woodthorpe,Nottingham,Nottinghamshire,NG5 3FZ,52.99048233032226,-1.138613939
18864,,53 Church Road,Edgbaston,Birmingham,,B15 3SJ,52.467079162597656,-1.922581673
18866,Crank Road,Crank,,St. Helens,Merseyside,WA11 7RS,53.48455429077149,-2.750059366
18875,27 Tooley Street,,,London,,SE1 2PR,51.50632858276367,-0.0858787
18887,Goddards Green Road,Benenden,,Cranbrook,Kent,TN17 4AX,51.086647033691406,0.6161140203475952
18909,The Horder Centre,St. Johns Road,,Crowborough,East Sussex,TN6 1XP,51.06367492675781,0.1427993178367614
39920,Evesham Community Hospital,Waterside,,Evesham,Worcestershire,WR11 1JT,52.08626174926758,-1.948670626
39921,Malvern Community Hospital,185 Worcester Road,,Malvern,Worcestershire,WR14 1EX,52.12385177612305,-2.322845221
39923,Princess of Wales Community Hospital,Stourbridge Road,,Bromsgrove,Worcestershire,B61 0BB,52.34413909912109,-2.055647612
39930,,Gravel Hill,,Ludlow,Shropshire,SY8 1QX,52.37365723,-2.714434147
39931,,Northgate,,Bridgnorth,Shropshire,WV16 4EU,52.53790283203125,-2.421488047
39932,Union Street,,,Bishop's Castle,Shropshire,SY9 5AJ,52.49309539794922,-2.999591112
39933,,Claypit Street,,Whitchurch,Shropshire,SY13 1NT,52.97274017333984,-2.679201841
39954,Glen Road,Plaistow,,London,,E13 8SL,51.52277755737305,0.034731604
39955,,Whitechapel Road,Whitechapel,London,,E1 1FR,51.51869965,-0.060150061
39957,Bancroft Road,,,London,,E1 4DG,51.5250473,-0.04219196
39964,Whipps Cross Road,,,London,,E11 1NR,51.57883071899414,0.002652787
39966,St Bartholomew’s Hospital,West Smithfield,,City of London,,EC1A 7BE,51.51774978637695,-0.10038992
39967,Glen Road,Plaistow,,London,,E13 8SL,51.52277755737305,0.034731604
39970,Royal Surrey County Hospital,Egerton Road,,Guildford,Surrey,GU2 7XX,51.24101638793945,-0.60744828
39985,Higher Kingston,,,Yeovil,Somerset,BA21 4AT,50.94484711,-2.634698391
39987,Marlborough Street,,,Bristol,Avon,BS2 8HW,51.45918655395508,-2.596124649
39991,Southwell Street,,,Bristol,Avon,BS2 8EG,51.45913696289063,-2.599376917
39992,Lower Maudlin Street,,,Bristol,Avon,BS1 2LX,51.45843887329102,-2.594531536
39993,Lower Maudlin Street,,,Bristol,Avon,BS1 2LY,51.45861816,-2.595181704
39995,Upper Maudlin Street,,,Bristol,Avon,BS2 8BJ,51.45775223,-2.597314835
40002,South Bristol NHS Community Hospital,Hengrove Promenade,,Bristol,,BS14 0DB,51.41099548339844,-2.584929228
40004,"Grange Road, Uphill",,,Weston-Super-Mare,Avon,BS23 4TQ,51.32234191894531,-2.971384764
40006,Lowes Bridge,,,Torquay,Devon,TQ2 7AA,50.48232269287109,-3.553790569
40049,Greenswood Road,,,Brixham,Devon,TQ5 9HW,50.38945007324218,-3.513809919
40051,Barton Terrace,,,Dawlish,Devon,EX7 9DH,50.58058929,-3.474774122
40052,Jetty Marsh Road,,,Newton Abbot,Devon,TQ12 2TS,50.53936386108398,-3.612241745
40053,Church Street,,,Paignton,Devon,TQ3 3AG,50.43714523,-3.568786621
40054,Mill Lane,,,Teignmouth,Devon,TQ14 9BQ,50.54837417602539,-3.511145592
40055,Coronation Road,,,Totnes,Devon,TQ9 5GH,50.43277740478516,-3.68417573
40058,,Duckworth Lane,,Bradford,West Yorkshire,BD9 6RJ,53.80598449707031,-1.794681668
40059,,Little Horton Lane,,Bradford,West Yorkshire,BD5 0NA,53.78370285,-1.760688424
40060,,98 Kirkgate,,Shipley,West Yorkshire,BD18 3LT,53.83343505859375,-1.786266565
40061,,450 Harrogate Road,Eccleshill,Bradford,West Yorkshire,BD10 0JE,53.82307815551758,-1.712111712
40067,,Prittlewell Chase,,Westcliff-on-Sea,Essex,SS0 0RY,51.55383682250977,0.6886317729949951
40069,"Crescent Drive, Shenfield",,,Brentwood,Essex,CM15 8DR,51.62355041503906,0.3164149820804596
40073,,Pond Street,,London,,NW3 2QG,51.55322266,-0.165309235
40077,Granville Road,,,London,Greater London,N12 0JE,51.60545731,-0.176605821
40083,Burnt Oak Broadway,,,Edgware,Middlesex,HA8 0AD,51.60649490356445,-0.271227777
40087,Brockley Hill,,,Stanmore,Middlesex,HA7 4LP,51.63256454467773,-0.31042096
40088,45-51 Bolsover Street,,,London,Greater London,W1W 5AQ,51.52331161499024,-0.143274531
40091,,Sterling Way,,London,,N18 1QX,51.61309432983398,-0.07373514
40095,,Pield Heath Road,,Uxbridge,Middlesex,UB8 3NN,51.52607727050781,-0.461160362
40096,,Rickmansworth Road,,Northwood,Middlesex,HA6 2RN,51.61492538452149,-0.445808202
40109,Galsworthy Road,,,Kingston Upon Thames,Surrey,KT2 7QB,51.41482543945313,-0.282609493
40115,,,Parkfield Drive,Taunton,Somerset,TA1 5DA,51.01157760620117,-3.121679544
40130,Williams Avenue,,,Dorchester,Dorset,DT1 2JY,50.71294403076172,-2.446922541
40154,,Moat Road,,Walsall,,WS2 9PS,52.58233261108398,-1.998909116
40162,Mill Lane,,,Wallasey,Merseyside,CH44 5UF,53.41566086,-3.045850515
40163,Arrowe Park Road,,Upton,Wirral,Merseyside,CH49 5PE,53.36962891,-3.096800804
40164,Clatterbridge Road,,Bebington,Wirral,Merseyside,CH63 4JY,53.33288955688477,-3.024122
40168,Warrington Road,,,Prescot,Merseyside,L35 5DR,53.42047500610352,-2.784939051
40169,Marshalls Cross Road,,,St. Helens,Merseyside,WA9 3DA,53.43953323364258,-2.718886852
40188,,Thomas Drive,,Liverpool,,L14 3PE,53.4111557,-2.89797473
40195,Alder Hey Children's Hospital,Eaton Road,,Liverpool,,L12 2AP,53.41930389404297,-2.897731543
40199,Leighton Hospital,Middlewich Road,,Crewe,Cheshire,CW1 4QJ,53.11769104003906,-2.475848436
40200,Winnington Hill,Winnington Hill,,Northwich,Cheshire,CW8 1AW,53.26189422607422,-2.519784451
40204,550 Wilmslow Road,Withington,,Manchester,Greater Manchester,M20 4BX,53.42977142333984,-2.230110168
40208,Raleigh Park,,,Barnstaple,Devon,EX31 4JB,51.09217453,-4.0504179
40220,,St. Brannocks Park Road,,Ilfracombe,Devon,EX34 8JF,51.20452117919922,-4.124407291
40221,Dobles Lane,,,Holsworthy,Devon,EX22 6JQ,50.81832885742188,-4.349647999
40223,,Abbotsham Road,,Bideford,Devon,EX39 3AG,51.01782608032226,-4.21274519
40224,Calf Street,,,Torrington,Devon,EX38 7BJ,50.9547348,-4.136956215
40225,Widgery Drive,,,South Molton,Devon,EX36 4DP,51.01707077026367,-3.839224815
40227,South Wing,Kempston Road,,Bedford,Bedfordshire,MK42 9DJ,52.12826538085938,-0.472480506
40228,32-34 Kimbolton Road,,,Bedford,Bedfordshire,MK40 2NS,52.14118957519531,-0.46176514
40233,,Lewsey Road,,Luton,Bedfordshire,LU4 0DZ,51.89414596557617,-0.474415451
40235,Long Street,Easingwold,,York,North Yorkshire,YO61 3JD,54.11840438842773,-1.189312696
40238,The York Hospital,Wigginton Road,,York,North Yorkshire,YO31 8HE,53.96895217895508,-1.084269643
40242,,Middlecave Road,,Malton,North Yorkshire,YO17 7NG,54.137245178222656,-0.806531847
40245,White Cross Road,Wilson Drive,Huntington Road,York,North Yorkshire,YO31 8JR,53.97165298461914,-1.076465845
40248,1a Nelsons Lane,,,York,North Yorkshire,YO24 1HD,53.943641662597656,-1.106458068
40261,Lancaster Park Road,,,Harrogate,North Yorkshire,HG2 7SX,53.99380874633789,-1.517558336
40262,Firby Lane,,,Ripon,North Yorkshire,HG4 2PR,54.13543701171875,-1.52717948
40267,The New Selby War Memorial Hospital,Doncaster Road,,Selby,North Yorkshire,YO8 9BX,53.77748871,-1.078320146
40270,Skipton Road,Steeton,,Keighley,West Yorkshire,BD20 6TD,53.89801788330078,-1.962679625
40274,Raines Road,Giggleswick,,Settle,North Yorkshire,BD24 0BN,54.06954956054688,-2.292192698
40275,Keighley Road,,,Skipton,North Yorkshire,BD23 2RJ,53.95569610595703,-2.018997669
40282,Western Bank,,,Sheffield,South Yorkshire,S10 2TH,53.38060379,-1.490613818
40289,Gayton Road,,,King's Lynn,Norfolk,PE30 4ET,52.75660705566406,0.4466931521892548
40303,Salisbury Road,Paulton,,Bristol,Avon,BS39 7SB,51.29867935180664,-2.493281364
40304,Combe Park,,,Bath,Avon,BA1 3NG,51.39167022705078,-2.39120388
40308,Longfleet Road,,,Poole,Dorset,BH15 2JB,50.72199249267578,-1.973102927
40330,Standing Way,,,Milton Keynes,Buckinghamshire,MK6 5LD,52.02637481689453,-0.73576653
40342,Turner Road,,,Colchester,Essex,CO4 5JL,51.91016387939453,0.8991968035697937
40343,Lexden Road,,,Colchester,Essex,CO3 3NB,51.88706970214844,0.8891493082046509
40344,78 Hedingham Road,,,Halstead,Essex,CO9 2DL,51.94809341430664,0.6379660367965698
40354,Bognor Regis War Memorial Hospital,Shripney Road,,Bognor Regis,,PO22 9PP,50.79336547851562,-0.675404251
40395,Portsmouth Road,,,Camberley,Surrey,GU16 7UJ,51.31966782,-0.742014408
40411,,69 Haven Road,Canford Cliffs,Poole,Dorset,BH13 7LN,50.69916534423828,-1.928103089
40413,Alumhurst Road,49 Alumhurst Road,,Bournemouth,Dorset,BH4 8EW,50.71672821044922,-1.904407144
40415,Ringwood Road,Parkstone,,Poole,Dorset,BH12 4NB,50.74971389770508,-1.940967441
40421,,69 Haven Road,Canford Cliffs,Poole,,BH13 7LN,50.69916534423828,-1.928103089
40423,,Jumpers Road,,Christchurch,Dorset,BH23 2JT,50.74319458007813,-1.792006493
40425,49 Alumhurst Road,Westbourne,,Bournemouth,Dorset,BH4 8EW,50.71672821044922,-1.904407144
40434,,42 Gravel Hill,,Wimborne,Dorset,BH21 1RR,50.78026580810546,-1.97830379
40437,Weymouth Community Hospital,3 Melcombe Avenue,,Weymouth,Dorset,DT4 7TB,50.62104034423828,-2.450997829
40438,,Radipole Lane,,Weymouth,Dorset,DT4 0QE,50.61524200439453,-2.480030775
40439,,Castle Road,Castletown,Portland,Dorset,DT5 1AX,50.56582260131836,-2.444808483
40440,,Hospital Lane,North Allington,Bridport,Dorset,DT6 5DR,50.74161148071289,-2.769914389
40441,,Milldown Road,,Blandford Forum,Dorset,DT11 7DD,50.863075256347656,-2.167970181
40442,,Abbey Walk,,Shaftesbury,Dorset,SP7 8BD,51.00472641,-2.200136185
40443,,Hospital Lane,,Sherborne,Dorset,DT9 3JU,50.949668884277344,-2.519826412
40444,,Streche Road,,Wareham,Dorset,BH20 4QQ,50.686988830566406,-2.116732836
